Approx Module;VVenC Profile;Video;Read BER;Write BER;QP;Rep.;YUV-PSNR;Bitrate;Execution Time
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;4;36.3082;860.4;1025.286
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;32;0;33.0357;459.768;727.7
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;32;1;33.0357;459.768;584.856
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;32;2;33.0357;459.768;580.679
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;32;3;33.0357;459.768;760.878
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;32;4;33.0357;459.768;862.541
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;37;0;30.4212;245.112;655.89
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;37;1;30.4212;245.112;491.133
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;37;2;30.4212;245.112;583.739
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;37;3;30.4212;245.112;420.78
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;37;4;30.4212;245.112;664.598
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;22;0;40.012;1604.112;11951.798
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;22;1;40.0071;1599.6;11857.572
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;22;2;39.9955;1601.4;12030.224
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;22;3;39.9997;1600.728;12475.958
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;22;4;40.0178;1603.44;12530.931
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;27;0;36.2745;860.184;10343.493
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;27;1;36.2649;861.24;10225.294
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;27;2;36.2581;855.744;10221.817
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;27;3;36.2909;859.416;10327.31
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;27;4;36.2689;857.952;10268.9
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;32;0;33.0477;460.224;8694.836
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;32;1;33.068;460.176;8748.348
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;32;2;33.0791;461.688;8550.9
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;32;3;33.0496;458.832;8729.001
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;32;4;33.0458;459.216;9172.74
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;37;0;30.4268;245.088;7589.12
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;37;1;30.4416;244.8;7299.618
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;37;2;30.403;244.584;7048.934
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;37;3;30.3974;246.12;7387.431
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_03;1E_03;37;4;30.4132;244.776;7435.389
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;22;0;40.008;1599.216;12033.638
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;22;1;40.0057;1601.352;12327.526
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;22;2;39.9999;1602.24;12353.927
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;22;3;40.0096;1601.688;12126.876
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;22;4;39.9981;1599.576;12549.439
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;27;0;36.2596;856.512;10416.683
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;27;1;36.2661;859.248;10020.828
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;27;2;36.254;857.232;10140.47
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;27;3;36.2365;860.688;10255.582
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;27;4;36.2678;857.448;9943.039
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;0;33.0473;458.52;8850.18
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;1;33.0436;459.552;8468.052
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;2;33.0397;458.232;8493.115
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;3;33.0512;458.928;8765.615
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;32;4;33.0571;459.048;8737.451
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;0;30.3831;246.792;7454.518
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;1;30.3817;245.616;7454.419
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;2;30.4477;246.816;7371.466
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;3;30.3686;243.84;7288.545
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_04;1E_04;37;4;30.391;244.968;7467.456
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;0;39.9928;1599.576;12327.449
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;1;40.0046;1602.168;12003.388
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;2;40.0205;1602.912;12405.399
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;3;40.0057;1603.368;12035.897
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;22;4;40.0068;1602.072;12317.463
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;0;36.3086;860.64;10348.392
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;1;36.2557;858.84;10292.552
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;2;36.2681;861.6;10162.214
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;3;36.3136;860.76;10208.064
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;27;4;36.3075;860.328;10098.82
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;0;33.0341;459.744;8804.994
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;1;33.091;459.648;8929.078
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;2;33.0499;459.144;9017.48
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;3;33.0357;459.768;9058.204
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;32;4;33.0591;459.984;8473.629
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;0;30.4212;245.112;7477.486
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;1;30.4262;245.952;7426.65
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;2;30.4212;245.112;7656.968
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;3;30.3983;245.544;7644.936
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_05;1E_05;37;4;30.4212;245.112;7552.429
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;0;40.0208;1602.816;12229.592
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;1;40.0118;1600.104;12392.855
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;2;40.0118;1600.104;12214.875
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;3;40.0118;1600.104;12283.483
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;22;4;40.0118;1600.104;11880.43
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;0;36.3082;860.4;10047.053
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;1;36.3082;860.4;10231.312
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;2;36.3082;860.4;10076.518
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;3;36.3082;860.4;10246.099
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;27;4;36.2852;858.576;10308.643
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;0;33.0357;459.768;8664.216
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;1;33.0357;459.768;8846.761
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;2;33.0357;459.768;8662.889
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;3;33.0315;459.312;8839.826
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;32;4;33.0683;460.608;8764.187
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;0;30.4212;245.112;7274.258
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;1;30.4212;245.112;7573.81
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;2;30.4212;245.112;7446.24
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;3;30.4212;245.112;7534.123
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_06;1E_06;37;4;30.4212;245.112;7544.646
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;0;40.0118;1600.104;12198.298
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;1;40.0118;1600.104;12078.495
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;2;40.0118;1600.104;12221.256
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;3;40.0118;1600.104;12250.3
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;22;4;40.0118;1600.104;11942.873
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;0;36.3082;860.4;10229.364
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;1;36.3082;860.4;10324.922
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;2;36.3082;860.4;10222.785
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;3;36.3082;860.4;10147.61
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;4;36.3082;860.4;10029.445
ime_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;0;33.0357;459.768;8776.752
